date,gold,copper,silver,aluminum,nickel,zinc,tin,lead,platinum,iron_ore_62fe,coal_newcastle,steel_hrc_china,uranium
2007-05-07,690.4,3.7155,13.64,,,,,,,,,,
2007-05-08,687.4,3.7225,13.6,,,,,,,,,,
2007-05-09,682.5,3.679,13.47,,,,,,,,,,
2007-05-10,667.0,3.5665,13.14,,,,,,,,,,
2007-05-11,672.3,3.604,13.305,,,,,,,,,,
2007-05-14,670.1,3.497,13.235,,,,,,,,,,
2007-05-15,674.5,3.5375,13.315,,,,,,,,,,
2007-05-16,661.5,3.4225,12.93,,,,,,,,,,
2007-05-17,657.2,3.3065,12.883,,,,,,,,,,
2007-05-18,662.0,3.3235,13.003,,,,,,,,,,
2007-05-21,663.8,3.4005,13.13,,,,,,,,,,
2007-05-22,659.9,3.3025,12.99,,,,,,,,,,
2007-05-23,662.6,3.3005,13.105,,,,,,,,,,
2007-05-24,653.3,3.1805,12.92,,,,,,,,,,
2007-05-25,655.3,3.3205,13.0,,,,,,,,,,
2007-05-29,657.2,3.32,13.223,,,,,,,,,,
2007-05-30,659.3,3.3,13.22,,,,,,,,,,
2007-05-31,666.7,3.3915,13.47,,,,,,,,,,
2007-06-01,676.9,3.401,13.74,,36315.0,,,,,,,,
2007-06-04,676.3,3.465,13.745,,,,,,,,,,
2007-06-05,675.1,3.44,13.812,,,,,,,,,,
2007-06-06,674.6,3.404,13.717,,,,,,,,,,
2007-06-07,665.2,3.3785,13.48,,,,,,,,,,
2007-06-08,650.3,3.2575,13.04,,,,,,,,,,
2007-06-11,659.0,3.3555,13.275,,,,,,,,,,
2007-06-12,653.1,3.287,13.09,,,,,,,,,,
2007-06-13,652.7,3.317,13.06,,,,,,,,,,
2007-06-14,655.9,3.392,13.165,,,,,,,,,,
2007-06-15,658.7,3.425,13.26,,,,,,,,,,
2007-06-18,659.9,3.4215,13.235,,,,,,,,,,
2007-06-19,664.7,3.3995,13.325,,,,,,,,,,
2007-06-20,660.0,3.444,13.25,,,,,,,,,,
2007-06-21,654.2,3.4045,13.09,,,,,,,,,,
2007-06-22,657.0,3.3865,13.02,,,,,,,,,,
2007-06-25,654.7,3.401,12.877,,,,,,,,,,
2007-06-26,645.3,3.3185,12.28,,,,,,,,,,
2007-06-27,644.8,3.3595,12.21,,,,,,,,,,
2007-06-28,650.4,3.4275,12.505,,,,,,,,,,
2007-06-29,650.9,3.4505,12.473,,,,,,,,,,
2007-07-02,659.2,3.527,12.74,,31485.0,,,,,,,,
2007-07-03,655.4,3.545,12.685,,,,,,,,,,
2007-07-04,656.3,,12.755,,,,,,,,,,
2007-07-05,650.6,3.5935,12.58,,,,,,,,,,
2007-07-06,654.8,3.5945,12.757,,,,,,,,,,
2007-07-09,662.5,3.6295,12.82,,,,,,,,,,
2007-07-10,664.4,3.61,12.975,,,,,,,,,,
2007-07-11,662.1,3.6215,12.975,,,,,,,,,,
2007-07-12,668.3,3.581,13.18,,,,,,,,,,
2007-07-13,667.3,3.593,13.11,,,,,,,,,,
2007-07-16,666.3,3.562,13.065,,,,,,,,,,
2007-07-17,665.9,3.5525,13.018,,,,,,,,,,
2007-07-18,673.7,3.563,13.29,,,,,,,,,,
2007-07-19,678.1,3.662,13.375,,,,,,,,,,
2007-07-20,684.7,3.7055,13.403,,,,,,,,,,
2007-07-23,681.5,3.6565,13.33,,,,,,,,,,
2007-07-24,684.8,3.6195,13.443,,,,,,,,,,
2007-07-25,673.8,3.5555,13.15,,,,,,,,,,
2007-07-26,662.8,3.5225,12.95,,,,,,,,,,
2007-07-27,660.1,3.547,12.715,,,,,,,,,,
2007-07-30,676.6,3.5845,12.903,,,,,,,,,,
2007-07-31,679.3,3.642,13.017,,,,,,,,,,
2007-08-01,675.9,3.5805,12.955,,29550.0,,,,,,,,
2007-08-02,676.6,3.57,12.995,,,,,,,,,,
2007-08-03,684.4,3.48,13.158,,,,,,,,,,
2007-08-06,683.3,3.4735,13.033,,,,,,,,,,
2007-08-07,682.3,3.5075,13.095,,,,,,,,,,
2007-08-08,686.3,3.439,13.17,,,,,,,,,,
2007-08-09,672.8,3.3595,12.705,,,,,,,,,,
2007-08-10,681.6,3.3555,12.87,,,,,,,,,,
2007-08-13,680.9,3.4365,12.855,,,,,,,,,,
2007-08-14,679.7,3.364,12.748,,,,,,,,,,
2007-08-15,679.7,3.326,12.555,,,,,,,,,,
2007-08-16,658.0,3.0925,11.495,,,,,,,,,,
2007-08-17,666.8,3.1495,11.8,,,,,,,,,,
2007-08-20,666.5,3.1655,11.735,,,,,,,,,,
2007-08-21,666.2,3.1585,11.51,,,,,,,,,,
2007-08-22,668.7,3.22,11.565,,,,,,,,,,
2007-08-23,668.4,3.2755,11.64,,,,,,,,,,
2007-08-24,677.5,3.3495,11.94,,,,,,,,,,
2007-08-27,676.2,3.361,11.765,,,,,,,,,,
2007-08-28,673.5,3.3165,11.765,,,,,,,,,,
2007-08-29,675.4,3.351,11.845,,,,,,,,,,
2007-08-30,673.9,3.352,11.96,,,,,,,,,,
2007-08-31,681.9,3.403,12.23,,,,,,,,,,
2007-09-03,680.9,,12.28,,30235.0,,,,,,,,
2007-09-04,691.5,3.3135,12.448,,,,,,,,,,
2007-09-05,690.7,3.2695,12.355,,,,,,,,,,
2007-09-06,704.6,3.3065,12.533,,,,,,,,,,
2007-09-07,709.7,3.2515,12.76,,,,,,,,,,
2007-09-10,712.2,3.256,12.7,,,,,,,,,,
2007-09-11,721.1,3.3875,12.835,,,,,,,,,,
2007-09-12,720.7,3.36,12.793,,,,,,,,,,
2007-09-13,717.9,3.3965,12.68,,,,,,,,,,
2007-09-14,717.8,3.3905,12.705,,,,,,,,,,
2007-09-17,723.8,3.4195,12.9,,,,,,,,,,
2007-09-18,723.7,3.4475,12.925,,,,,,,,,,
2007-09-19,729.5,3.5755,13.105,,,,,,,,,,
2007-09-20,739.9,3.591,13.47,,,,,,,,,,
2007-09-21,738.9,3.586,13.62,,,,,,,,,,
2007-09-24,739.3,3.64,13.64,,,,,,,,,,
2007-09-25,738.8,3.624,13.62,,,,,,,,,,
2007-09-26,735.5,3.612,13.545,,,,,,,,,,
2007-09-27,739.9,3.648,13.645,,,,,,,,,,
2007-09-28,750.0,3.64,13.92,,,,,,,,,,
2007-10-01,754.1,3.6915,13.855,,31690.0,,,,,,,,
2007-10-02,736.3,3.711,13.45,,,,,,,,,,
2007-10-03,735.7,3.7635,13.47,,,,,,,,,,
2007-10-04,743.8,3.738,13.5,,,,,,,,,,
2007-10-05,747.2,3.7255,13.49,,,,,,,,,,
2007-10-08,738.7,3.613,13.36,,,,,,,,,,
2007-10-09,743.1,3.6175,13.583,,,,,,,,,,
2007-10-10,746.0,3.694,13.668,,,,,,,,,,
2007-10-11,756.7,3.669,13.985,,,,,,,,,,
2007-10-12,753.8,3.6525,13.903,,,,,,,,,,
2007-10-15,762.2,3.686,13.855,,,,,,,,,,
2007-10-16,762.0,3.641,13.658,,,,,,,,,,
2007-10-17,762.3,3.596,13.75,,,,,,,,,,
2007-10-18,768.7,3.5415,13.803,,,,,,,,,,
2007-10-19,768.4,3.5515,13.635,,,,,,,,,,
2007-10-22,760.0,3.4865,13.555,,,,,,,,,,
2007-10-23,763.1,3.5135,13.65,,,,,,,,,,
2007-10-24,765.6,3.4525,13.59,,,,,,,,,,
2007-10-25,771.0,3.486,13.905,,,,,,,,,,
2007-10-26,787.5,3.5375,14.28,,,,,,,,,,
2007-10-29,792.6,3.521,14.43,,,,,,,,,,
2007-10-30,787.8,3.4885,14.328,,,,,,,,,,
2007-10-31,795.3,3.4795,14.438,,,,,,,,,,
2007-11-01,793.7,3.37,14.325,,26750.0,,,,,,,,
2007-11-02,808.5,3.3325,14.599,,,,,,,,,,
2007-11-05,810.8,3.3115,14.785,,,,,,,,,,
2007-11-06,823.4,3.3505,15.38,,,,,,,,,,
2007-11-07,833.5,3.2695,15.325,,,,,,,,,,
2007-11-08,837.5,3.2155,15.515,,,,,,,,,,
2007-11-09,834.7,3.1585,15.545,,,,,,,,,,
2007-11-12,807.7,3.123,14.762,,,,,,,,,,
2007-11-13,799.0,3.123,14.61,,,,,,,,,,
2007-11-14,814.7,3.311,15.065,,,,,,,,,,
2007-11-15,787.3,3.0955,14.482,,,,,,,,,,
2007-11-16,787.0,3.1755,14.51,,,,,,,,,,
2007-11-19,778.0,2.9995,14.16,,,,,,,,,,
2007-11-20,791.4,3.0435,14.5,,,,,,,,,,
2007-11-21,798.6,2.907,14.42,,,,,,,,,,
2007-11-22,804.0,,14.53,,,,,,,,,,
2007-11-23,824.7,3.0095,14.735,,,,,,,,,,
2007-11-26,826.5,3.0365,14.83,,,,,,,,,,
2007-11-27,814.0,2.9775,14.485,,,,,,,,,,
2007-11-28,800.3,3.017,14.335,,,,,,,,,,
2007-11-29,802.3,3.088,14.445,,,,,,,,,,
2007-11-30,789.1,3.1785,14.165,,,,,,,,,,
2007-12-03,794.7,3.0745,14.21,,26010.0,,,,,,,,
2007-12-04,807.6,3.02,14.465,,,,,,,,,,
2007-12-05,803.7,3.037,14.46,,,,,,,,,,
2007-12-06,807.1,3.0415,14.625,,,,,,,,,,
2007-12-07,800.2,3.1175,14.505,,,,,,,,,,
2007-12-10,813.5,3.086,14.85,,,,,,,,,,
2007-12-11,817.1,3.083,14.865,,,,,,,,,,
2007-12-12,818.8,3.0335,14.825,,,,,,,,,,
2007-12-13,804.0,2.9595,14.237,,,,,,,,,,
2007-12-14,798.0,2.9565,13.983,,,,,,,,,,
2007-12-17,799.3,2.888,13.98,,,,,,,,,,
2007-12-18,807.4,2.8825,14.165,,,,,,,,,,
2007-12-19,805.4,2.9555,14.222,,,,,,,,,,
2007-12-20,803.2,2.9645,14.34,,,,,,,,,,
2007-12-21,815.4,3.096,14.488,,,,,,,,,,
2007-12-24,816.5,3.151,14.66,,,,,,,,,,
2007-12-26,829.5,3.165,14.835,,,,,,,,,,
2007-12-27,831.8,3.12,14.818,,,,,,,,,,
2007-12-28,842.7,3.072,14.895,,,,,,,,,,
2007-12-31,838.0,3.041,14.92,,,,,,,,,,
2008-01-01,,,,,27180.0,,,,,,,,
2008-01-02,860.0,3.064,15.29,,,,,,,,,,
2008-01-03,869.1,3.188,15.5,,,,,,,,,,
2008-01-04,865.7,3.1575,15.462,,,,,,,,,,
2008-01-07,862.0,3.141,15.29,,,,,,,,,,
2008-01-08,880.3,3.2985,15.815,,,,,,,,,,
2008-01-09,881.7,3.2835,15.84,,,,,,,,,,
2008-01-10,893.6,3.2815,16.275,,,,,,,,,,
2008-01-11,897.7,3.304,16.37,,,,,,,,,,
2008-01-14,903.4,3.339,16.425,,,,,,,,,,
2008-01-15,902.6,3.2415,16.3,,,,,,,,,,
2008-01-16,882.0,3.1725,15.895,,,,,,,,,,
2008-01-17,880.5,3.182,16.01,,,,,,,,,,
2008-01-18,881.7,3.2345,16.215,,,,,,,,,,
2008-01-22,890.3,3.1965,16.105,,,,,,,,,,
2008-01-23,883.1,3.072,15.97,,,,,,,,,,
2008-01-24,905.8,3.1715,16.333,,,,,,,,,,
2008-01-25,910.7,3.184,16.49,,,,,,,,,,
2008-01-28,927.1,3.1895,16.75,,,,,,,,,,
2008-01-29,925.1,3.299,16.8,,,,,,,,,,
2008-01-30,926.3,3.236,16.76,,,,,,,,,,
2008-01-31,928.0,3.307,16.995,,,,,,,,,,
2008-02-01,913.5,3.2835,16.87,,31325.0,,,,,,,,
2008-02-04,909.4,3.31,16.78,,,,,,,,,,
2008-02-05,890.3,3.2235,16.345,,,,,,,,,,
2008-02-06,905.0,3.319,16.55,,,,,,,,,,
2008-02-07,910.0,3.4615,16.775,,,,,,,,,,
2008-02-08,922.3,3.5345,17.11,,,,,,,,,,
2008-02-11,926.7,3.562,17.47,,,,,,,,,,
2008-02-12,911.1,3.5655,17.25,,,,,,,,,,
2008-02-13,910.2,3.537,17.353,,,,,,,,,,
2008-02-14,910.8,3.4945,17.255,,,,,,,,,,
2008-02-15,906.1,3.531,17.118,,,,,,,,,,
2008-02-18,,,,,,2345.0,,,,,,,
2008-02-19,929.8,3.7265,17.508,,,,,,,,,,
2008-02-20,937.8,3.714,17.76,,,,,,,,,,
2008-02-21,949.2,3.817,17.95,,,2524.5,,,,,,,
2008-02-22,947.8,3.7975,18.035,,,2486.5,,,,,,,
2008-02-25,940.5,3.748,18.085,,,2482.75,,,,,,,
2008-02-26,948.9,3.787,18.72,,,2479.0,,,,,,,
2008-02-27,961.0,3.8465,19.21,,,2669.0,,,,,,,
2008-02-28,967.5,3.878,19.71,,,2776.5,,,,,,,
2008-02-29,975.0,3.855,19.915,,,2726.0,,,,,,,
2008-03-03,984.2,3.9285,20.18,,29495.0,2815.0,,,,,,,
2008-03-04,966.3,3.8215,19.84,,,2766.0,,,,,,,
2008-03-05,988.5,3.982,20.785,,,2802.0,,,,,,,
2008-03-06,977.1,3.9035,20.225,,,2683.5,,,,,,,
2008-03-07,974.2,3.9215,20.25,,,2634.0,,,,,,,
2008-03-10,971.8,3.795,19.785,,,2541.5,,,,,,,
2008-03-11,976.0,3.7855,19.763,,,2531.75,,,,,,,
2008-03-12,980.5,3.837,19.995,,,2613.75,,,,,,,
2008-03-13,993.8,3.825,20.42,,,2612.5,,,,,,,
2008-03-14,999.5,3.828,20.655,,,2581.0,,,,,,,
2008-03-17,1002.6,3.685,20.3,,,2455.5,,,,,,,
2008-03-18,1004.3,3.7465,19.96,,,,,,,,,,
2008-03-19,945.3,3.6335,18.445,,,,,,,,,,
2008-03-20,920.0,3.5735,16.85,,,2254.0,,,,,,,
2008-03-24,918.7,3.6225,17.11,,,,,,,,,,
2008-03-25,935.0,3.6785,17.8,,,2313.5,,,,,,,
2008-03-26,949.2,3.725,18.383,,,2312.5,,,,,,,
2008-03-27,948.8,3.873,18.55,,,2387.25,,,,,,,
2008-03-28,936.5,3.8275,17.94,,,2332.5,,,,,,,
2008-03-31,921.5,3.827,17.31,,,2302.75,,,,,,,
2008-04-01,887.8,3.804,16.89,,28395.0,2304.0,,,,,,,
2008-04-02,900.2,3.875,17.18,,,2345.0,,,,,,,
2008-04-03,909.6,3.894,17.48,,,2305.75,,,,,,,
2008-04-04,913.2,3.9515,17.755,,,2347.0,,,,,,,
2008-04-07,926.8,3.974,18.12,,,2392.5,,,,,,,
2008-04-08,918.0,3.887,17.708,,,2326.5,,,,,,,
2008-04-09,937.5,3.994,18.2,,,2345.75,,,,,,,
2008-04-10,931.8,3.919,18.043,,,2315.0,,,,,,,
2008-04-11,927.0,3.9435,17.69,,,2283.5,,,,,,,
2008-04-14,928.7,3.8965,17.79,,,2271.0,,,,,,,
2008-04-15,932.0,3.859,17.85,,,,,,,,,,
2008-04-16,948.3,3.9555,18.325,,,,,,,,,,
2008-04-17,942.9,3.913,18.305,,,2291.25,,,,,,,
2008-04-18,915.2,3.8905,17.82,,,2259.5,,,,,,,
2008-04-21,917.6,3.8665,17.36,,,2196.5,,,,,,,
2008-04-22,925.2,3.9605,17.71,,,2247.25,,,,,,,
2008-04-23,909.0,3.903,17.165,,,2218.5,,,,,,,
2008-04-24,889.4,3.876,16.66,,,2218.5,,,,,,,
2008-04-25,889.7,3.915,16.85,,,2299.0,,,,,,,
2008-04-28,895.5,3.934,17.013,,,2284.25,,,,,,,
2008-04-29,876.8,3.881,16.64,,,2222.5,,,,,,,
2008-04-30,865.1,3.9045,16.593,,,2212.0,,,,,,,
2008-05-01,850.9,3.6945,16.205,,21963.0,2169.0,,,,,,,
2008-05-02,858.0,3.8205,16.465,,,2199.0,,,,,,,
2008-05-05,874.1,3.9475,16.83,,,,,,,,,,
2008-05-06,877.7,3.8785,16.86,,,2257.5,,,,,,,
2008-05-07,871.2,3.834,16.695,,,2230.5,,,,,,,
2008-05-08,882.1,3.7875,16.87,,,2194.0,,,,,,,
2008-05-09,885.8,3.7165,16.91,,,2130.75,,,,,,,
2008-05-12,884.9,3.7495,17.225,,,2153.5,,,,,,,
2008-05-13,869.6,3.7315,16.828,,,2298.0,,,,,,,
2008-05-14,866.5,3.681,16.613,,,2261.0,,,,,,,
2008-05-15,880.0,3.7385,16.685,,,2293.0,,,,,,,
2008-05-16,899.9,3.8265,16.96,,,2342.5,,,,,,,
2008-05-19,905.8,3.7755,17.028,,,2267.0,,,,,,,
2008-05-20,920.2,3.7765,17.725,,,,,,,,,,
2008-05-21,928.6,3.7445,18.05,,,,,,,,,,
2008-05-22,918.3,3.7125,18.025,,,2094.0,,,,,,,
2008-05-23,925.8,3.736,18.29,,,2134.5,,,,,,,
2008-05-26,929.0,,18.365,,,,,,,,,,
2008-05-27,907.9,3.716,17.465,,,2134.75,,,,,,,
2008-05-28,900.5,3.695,17.415,,,2104.0,,,,,,,
2008-05-29,881.7,3.56,16.515,,,1967.75,,,,,,,
2008-05-30,891.5,3.606,16.865,,,1987.25,,,,,,,
2008-06-02,897.0,3.598,16.91,,21793.0,1950.5,,,,,,,
2008-06-03,885.5,3.5795,16.835,,,1918.25,,,,,,,
2008-06-04,883.8,3.5455,16.94,,,1965.0,,,,,,,
2008-06-05,875.5,3.5445,17.17,,,1933.5,,,,,,,
2008-06-06,899.0,3.6245,17.43,,,1946.25,,,,,,,
2008-06-09,898.1,3.614,17.21,,,1959.0,,,,,,,
2008-06-10,871.2,3.562,16.635,,,1909.0,,,,,,,
2008-06-11,882.9,3.58,16.855,,,1894.5,,,,,,,
2008-06-12,872.0,3.539,16.485,,,1843.5,,,,,,,
2008-06-13,873.1,3.59,16.56,,,1873.5,,,,,,,
2008-06-16,886.3,3.665,17.232,,,1851.5,,,,,,,
2008-06-17,886.9,3.65,17.075,,,,,,,,,,
2008-06-18,893.5,3.7475,17.34,,,,,,,,,,
2008-06-19,904.2,3.779,17.47,,,1916.0,,,,,,,
2008-06-20,903.7,3.8315,17.397,,,1934.5,,,,,,,
2008-06-23,887.2,3.809,16.79,,,1906.5,,,,,,,
2008-06-24,891.6,3.7875,16.633,,,1878.5,,,,,,,
2008-06-25,882.3,3.7755,16.503,,,1850.5,,,,,,,
2008-06-26,915.1,3.829,17.125,,,1969.75,,,,,,,
2008-06-27,931.3,3.878,17.71,,,1908.75,,,,,,,
2008-06-30,928.3,3.8825,17.51,,,1909.25,,,,,,,
2008-07-01,944.5,3.9105,18.29,,18225.0,1905.75,,,,,,,
2008-07-02,946.5,4.0635,18.425,,,1842.25,,,,,,,
2008-07-03,933.6,3.949,18.37,,,1761.25,,,,,,,
2008-07-04,935.7,,18.2,,20469.0,1754.0,,,,,,,
2008-07-07,928.8,3.849,17.92,,20785.0,1817.5,22800.0,1611.5,,,,,
2008-07-08,923.3,3.6965,17.955,,20460.0,1749.5,22495.0,1619.0,,,,,
2008-07-09,928.6,3.739,18.175,,21309.0,1857.0,22920.0,1788.0,,,,,
2008-07-10,942.0,3.7185,18.32,,21760.0,1981.5,22770.0,1988.0,,,,,
2008-07-11,960.6,3.74,18.82,,21455.0,2015.5,22985.0,1967.5,,,,,
2008-07-14,973.7,3.752,19.25,,20593.0,1989.25,23560.0,1965.0,,,,,
2008-07-15,978.7,3.7,19.013,,,,,,,,,,
2008-07-16,962.7,3.6505,18.805,,,,,,,,,,
2008-07-17,970.7,3.715,18.735,,20683.0,1826.5,23525.0,1966.5,,,,,
2008-07-18,958.0,3.669,18.2,,20308.0,1806.0,23475.0,1972.0,,,,,
2008-07-21,963.7,3.681,18.425,,20453.0,1846.5,23590.0,2056.0,,,,,
2008-07-22,948.5,3.6905,18.005,,20403.0,1832.25,23435.0,2152.0,,,,,
2008-07-23,922.8,3.6575,17.458,,19858.0,1915.75,23135.0,2228.0,,,,,
2008-07-24,922.3,3.577,17.298,,18682.0,1848.5,22375.0,2186.0,,,,,
2008-07-25,926.8,3.605,17.375,,18358.0,1834.0,22375.0,2129.0,,,,,
2008-07-28,927.7,3.612,17.465,,18675.0,1916.0,22530.0,2238.0,,,,,
2008-07-29,916.5,3.5905,17.375,,17965.0,1869.75,22400.0,2290.0,,,,,
2008-07-30,912.3,3.64,17.465,,18675.0,1860.25,22535.0,2198.5,,,,,
2008-07-31,922.7,3.656,17.79,,18270.0,1893.25,22233.0,2230.0,,,,,
2008-08-01,917.5,3.5735,17.52,,18212.0,1831.5,21570.0,2135.5,,,,,
2008-08-04,907.9,3.4385,17.14,,17927.0,1756.0,20610.0,2000.0,,,,,
2008-08-05,886.1,3.4145,16.572,,17512.0,1732.75,20110.0,2018.0,,,,,
2008-08-06,883.0,3.4225,16.505,,17711.0,1753.0,20505.0,2070.0,,,,,
2008-08-07,877.9,3.418,16.257,,18774.0,1733.5,20535.0,2138.0,,,,,
2008-08-08,864.8,3.334,15.33,,18090.0,1673.75,19065.0,1984.0,,,,,
2008-08-11,828.3,3.293,14.62,,17930.0,1679.5,18830.0,1932.5,,,,,
2008-08-12,814.6,3.228,14.485,,18060.0,1605.75,17550.0,1747.0,,,,,
2008-08-13,831.5,3.35,14.845,,19505.0,1648.0,17840.0,1694.0,,,,,
2008-08-14,814.5,3.305,14.23,,19090.0,1648.5,18770.0,1677.0,,,,,
2008-08-15,792.1,3.3215,12.815,,18670.0,1671.5,18810.0,1689.5,,,,,
2008-08-18,805.7,3.314,13.1,,18007.0,1652.0,19480.0,1706.5,,,,,
2008-08-19,816.8,3.4305,13.105,,,,,,,,,,
2008-08-20,816.3,3.4005,13.04,,,,,,,,,,
2008-08-21,839.0,3.546,13.727,,21495.0,1868.75,21995.0,1907.0,,,,,
2008-08-22,833.5,3.4705,13.477,,20845.0,1817.25,21010.0,1884.0,,,,,
2008-08-25,825.7,3.479,13.37,,,,,,,,,,
2008-08-26,828.1,3.434,13.575,,20005.0,1774.5,20780.0,1854.0,,,,,
2008-08-27,834.0,3.465,13.47,,20960.0,1834.0,20565.0,2058.0,,,,,
2008-08-28,837.2,3.4105,13.705,,20460.0,1783.25,20190.0,2039.0,,,,,
2008-08-29,835.2,3.3995,13.707,,20195.0,1798.5,20060.0,1974.0,,,,,
2008-09-01,,,,,19255.0,1769.5,18985.0,1931.5,,,,,
2008-09-02,810.5,3.289,13.145,,19387.0,1767.0,19210.0,1901.5,,,,,
2008-09-03,808.2,3.328,12.947,,19525.0,1773.25,19435.0,1937.75,,,,,
2008-09-04,803.2,3.279,12.94,,19154.0,1796.0,19495.0,1883.0,,,,,
2008-09-05,802.8,3.111,12.325,,18545.0,1732.5,18445.0,1794.5,,,,,
2008-09-08,802.5,3.1045,12.065,,18792.0,1750.25,19180.0,1840.5,,,,,
2008-09-09,792.0,3.095,11.715,,18441.0,1700.0,18590.0,1759.0,,,,,
2008-09-10,762.5,3.121,10.89,,18436.0,1732.25,18415.0,1788.75,,,,,
2008-09-11,745.5,3.131,10.555,,18425.0,1776.0,18865.0,1848.0,,,,,
2008-09-12,764.5,3.198,10.795,,19170.0,1867.25,19540.0,1934.25,,,,,
2008-09-15,787.0,3.1465,11.135,,18000.0,1743.5,19000.0,1845.0,,,,,
2008-09-16,780.5,3.096,10.517,,,,,,,,,,
2008-09-17,850.5,3.0525,11.675,,,,,,,,,,
2008-09-18,897.0,3.077,12.7,,16635.0,1700.5,16855.0,1798.0,,,,,
2008-09-19,864.7,3.1795,12.475,,16843.0,1763.5,17010.0,1894.5,,,,,
2008-09-22,909.0,3.259,13.45,,17370.0,1823.75,17720.0,1982.5,,,,,
2008-09-23,891.2,3.157,13.17,,17067.0,1753.5,17477.0,1992.0,,,,,
2008-09-24,895.0,3.1115,13.44,,17060.0,1773.25,17375.0,1986.5,,,,,
2008-09-25,882.0,3.14,13.275,,16930.0,1783.25,17680.0,2006.0,,,,,
2008-09-26,888.5,3.079,13.503,,16835.0,1751.75,18185.0,1950.5,,,,,
2008-09-29,894.4,2.9065,13.025,,16225.0,1673.0,17975.0,1814.0,,,,,
2008-09-30,880.8,2.879,12.275,,15660.0,1661.5,17262.0,1817.0,,,,,
2008-10-01,887.3,2.7895,12.77,,15765.0,1650.5,17605.0,1725.0,,,,,
2008-10-02,844.3,2.6275,11.12,,15115.0,1564.0,16720.0,1680.0,,,,,
2008-10-03,833.2,2.69,11.325,,14965.0,1583.0,17020.0,1707.5,,,,,
2008-10-06,866.2,2.493,11.285,,14115.0,1532.5,16210.0,1620.5,,,,,
2008-10-07,882.0,2.5345,11.38,,14034.0,1530.0,16212.0,1615.75,,,,,
2008-10-08,906.5,2.355,11.772,,13005.0,1406.0,14905.0,1563.0,,,,,
2008-10-09,886.5,2.406,11.875,,13205.0,1470.75,14760.0,1657.0,,,,,
2008-10-10,859.0,2.1445,10.6,,11960.0,1418.5,14090.0,1469.0,,,,,
2008-10-13,842.5,2.3125,10.79,,12560.0,1440.5,14575.0,1563.5,,,,,
2008-10-14,839.5,2.3945,11.06,,,,,,,,,,
2008-10-15,839.0,2.2105,10.18,,,,,,,,,,
2008-10-16,804.5,2.0855,9.635,,10620.0,1149.75,13455.0,1352.25,,,,,
2008-10-17,787.7,2.1795,9.335,,10645.0,1199.5,13020.0,1432.0,,,,,
2008-10-20,790.0,2.1165,9.69,,10387.0,1170.75,12415.0,1408.0,,,,,
2008-10-21,768.0,2.007,10.075,,10557.0,1136.0,12470.0,1357.75,,,,,
2008-10-22,735.2,1.8655,9.46,,9863.0,1115.5,11705.0,1253.0,,,,,
2008-10-23,714.7,1.8045,9.5,,9213.0,1176.5,12190.0,1281.0,,,,,
2008-10-24,730.3,1.6865,9.295,,9866.0,1143.25,11970.0,1263.0,,,,,
2008-10-27,742.9,1.805,9.195,,10960.0,1160.0,13975.0,1289.0,,,,,
2008-10-28,740.5,1.8585,8.79,,11820.0,1127.5,14980.0,1466.0,,,,,
2008-10-29,754.0,2.088,9.805,,13495.0,1239.75,15515.0,1578.0,,,,,
2008-10-30,738.5,1.8955,9.785,,11762.0,1137.0,14895.0,1514.0,,,,,
2008-10-31,718.2,1.8345,9.73,,11962.0,1101.5,13640.0,1502.0,,,,,
2008-11-03,726.8,1.844,9.75,,11800.0,1145.5,14825.0,1495.0,,,,,
2008-11-04,757.3,1.961,10.13,,12752.0,1214.25,15145.0,1536.0,,,,,
2008-11-05,742.4,1.819,10.455,,12151.0,1153.0,15235.0,1507.0,,,,,
2008-11-06,732.2,1.7225,10.055,,11255.0,1070.25,14930.0,1454.0,,,,,
2008-11-07,734.2,1.6995,9.963,,10826.0,1066.0,15070.0,1351.0,,,,,
2008-11-10,746.5,1.7555,10.22,,11167.0,1078.75,15045.0,1339.0,,,,,
2008-11-11,732.8,1.6505,9.805,,10563.0,1089.5,14515.0,1268.0,,,,,
2008-11-12,718.3,1.6585,9.48,,10369.0,1137.5,13990.0,1287.25,,,,,
2008-11-13,705.0,1.6255,8.8,,11319.0,1199.0,13960.0,1323.75,,,,,
2008-11-14,742.5,1.7105,9.49,,10869.0,1189.0,14160.0,1330.25,,,,,
2008-11-17,742.0,1.66,9.33,,10515.0,1156.0,13970.0,1252.75,,,,,
2008-11-18,732.7,1.665,9.55,,,,,,,,,,
2008-11-19,736.0,1.604,9.31,,,,,,,,,,
2008-11-20,748.7,1.576,9.025,,9853.0,1171.75,11355.0,1174.0,,,,,
2008-11-21,791.8,1.579,9.48,,9907.0,1170.5,11575.0,1177.0,,,,,
2008-11-24,819.5,1.6725,10.355,,10580.0,1209.0,12935.0,1211.0,,,,,
2008-11-25,818.5,1.653,10.27,,10405.0,1238.0,13040.0,1179.0,,,,,
2008-11-26,808.5,1.686,10.22,,10507.0,1250.0,13300.0,1176.0,,,,,
2008-11-27,,,,,10161.0,1212.5,12780.0,1097.0,,,,,
2008-11-28,819.0,1.644,10.23,,10111.0,1200.75,12620.0,1096.5,,,,,
2008-12-01,776.8,1.6235,9.38,,9707.0,1153.0,12602.0,1096.5,,,,,
2008-12-02,783.3,1.6,9.615,,9402.0,1157.0,12095.0,1080.0,,,,,
