date,gold,copper,silver,aluminum,nickel,zinc,tin,lead,platinum,iron_ore_62fe,coal_newcastle,steel_hrc_china,uranium
2018-02-19,,,,2214.5,13655.0,3565.5,21407.5,2586.25,1008.2,,105.3,,
2018-02-20,1332.1,3.2015,16.478,2186.0,13532.5,3548.5,21410.0,2588.5,1002.2,76.97,105.25,,21.75
2018-02-21,1332.7,3.226,16.647,2202.0,13777.5,3533.0,21630.0,2563.0,994.5,77.18,105.55,,22.0
2018-02-22,1330.3,3.2505,16.614,2185.5,13822.5,3528.5,21542.5,2552.5,1000.1,77.06,105.65,,22.0
2018-02-23,,3.223,,2140.0,13735.0,3508.5,21587.5,2537.5,998.1,77.11,105.1,,22.0
2018-02-25,,,,,,,,,996.3,,,,
2018-02-26,1318.6,3.2115,16.588,2137.75,13935.0,3530.5,21572.5,2578.0,1002.2,77.44,104.6,,21.25
2018-02-27,1317.9,3.1865,16.434,2146.5,13837.5,3488.0,21737.5,2571.0,985.3,77.37,104.3,,21.25
2018-02-28,1305.2,3.1325,16.407,2131.5,13737.5,3453.5,21542.5,2502.25,984.8,77.46,104.25,,22.0
2018-03-01,1323.4,3.123,16.276,2146.5,13390.0,3401.5,21650.0,2447.5,970.0,78.42,102.9,,21.65
2018-03-02,,3.1245,,2148.0,13492.5,3362.5,21525.0,2454.25,967.4,76.36,102.9,,22.0
2018-03-04,,,,,,,,,969.8,,,,
2018-03-05,1335.2,3.128,16.412,2143.75,13415.0,3307.0,21560.0,2432.5,964.6,75.36,102.0,,22.25
2018-03-06,1327.6,3.159,16.784,2143.5,13632.5,3307.0,21422.5,2432.0,971.3,75.54,101.5,,22.25
2018-03-07,1321.7,3.136,16.494,2092.25,13540.0,3273.5,21387.5,2374.5,955.1,74.51,99.75,,22.0
2018-03-08,1324.0,3.079,16.5,2101.25,13207.5,3227.0,21550.0,2347.75,953.6,73.01,99.95,,22.0
2018-03-09,,3.136,,2115.25,13820.0,3296.0,21460.0,2386.5,966.9,72.01,99.4,,21.75
2018-03-11,,,,,,,,,966.4,,,,
2018-03-12,1327.1,3.124,16.536,2085.25,13692.5,3239.5,21407.5,2333.5,966.1,71.41,98.0,,22.0
2018-03-13,1325.6,3.138,16.627,2097.75,13882.5,3295.5,21182.5,2397.0,967.6,72.33,98.0,,22.0
2018-03-14,1317.8,3.1585,16.537,2083.75,13795.0,3210.0,21165.0,2391.25,963.3,72.76,97.7,,22.0
2018-03-15,1312.3,3.1275,16.422,2078.75,13602.5,3230.5,21015.0,2401.25,955.3,73.01,97.85,,22.05
2018-03-16,,3.1075,,2079.5,13595.0,3254.5,21012.5,2380.5,950.9,72.66,97.15,,22.05
2018-03-18,,,,,,,,,950.2,,,,
2018-03-19,1311.9,3.082,16.325,2082.5,13472.5,3252.0,20790.0,2363.0,954.7,71.84,96.75,,21.75
2018-03-20,1321.5,3.038,16.185,2076.0,13457.5,3201.5,20725.0,2351.5,943.9,71.63,97.35,,22.15
2018-03-21,1327.4,3.0585,16.419,2081.5,13510.0,3251.5,20950.0,2402.75,959.9,71.55,97.15,,22.25
2018-03-22,1349.9,3.02,16.387,2075.0,13160.0,3210.0,20927.5,2360.5,950.8,70.96,96.7,,21.75
2018-03-23,,2.993,,2050.75,12987.5,3224.0,20792.5,2351.0,949.6,70.26,96.75,,21.75
2018-03-25,,,,,,,,,956.0,,,,
2018-03-26,1342.0,2.97,16.684,2051.25,13002.5,3269.5,20837.5,2384.75,960.0,70.51,96.6,,21.65
2018-03-27,1330.0,3.0005,16.541,2043.5,12967.5,3282.5,20892.5,2405.0,952.1,70.35,96.9,,21.25
2018-03-28,1327.3,3.0135,16.297,2025.5,13035.0,3278.5,20890.0,2416.5,945.0,69.86,96.65,,21.25
2018-03-29,,3.037,,2003.25,13380.0,3270.0,21125.0,2396.75,936.6,69.7,96.4,,21.0
2018-04-01,,,,,,,,,939.4,,,,
2018-04-02,1337.3,3.061,16.716,,,,,,939.3,66.22,92.25,,20.9
2018-04-03,1340.2,3.0745,16.436,1976.25,13495.0,3277.5,21260.0,2397.75,929.3,64.35,92.0,,21.0
2018-04-04,1328.5,3.021,16.284,1987.75,13167.5,3252.0,20905.0,2369.25,920.7,62.94,93.55,,21.0
2018-04-05,1336.1,3.085,16.39,2005.25,13337.5,3240.5,21070.0,2384.5,916.8,62.67,94.15,,21.0
2018-04-06,,3.069,,2040.0,13262.5,3240.5,20972.5,2385.0,920.6,63.34,93.9,,21.0
2018-04-08,,,,,,,,,923.7,,,,
2018-04-09,1345.9,3.0865,16.567,2143.0,13462.5,3212.0,21220.0,2383.0,937.0,63.92,94.2,,21.15
2018-04-10,1360.0,3.146,16.63,2205.25,13730.0,3249.0,20915.0,2389.0,935.9,65.29,93.5,,20.65
2018-04-11,1341.9,3.1265,16.806,2255.0,13822.5,3222.5,20970.0,2393.75,936.1,64.28,93.65,,20.65
2018-04-12,1347.9,3.074,16.511,2341.0,13770.0,3088.0,20932.5,2335.75,932.0,64.19,93.65,,20.65
2018-04-13,,3.082,,2291.0,13902.5,3103.0,21017.5,2302.75,934.3,64.62,93.4,,20.65
2018-04-15,,,,,,,,,934.1,,,,
2018-04-16,1349.5,3.1065,16.708,2408.0,14192.5,3131.5,21017.5,2354.0,933.3,64.11,93.0,,20.5
2018-04-17,1353.5,3.0915,16.817,2404.75,14312.5,3167.5,21380.0,2357.25,939.0,64.27,92.05,,20.5
2018-04-18,1348.8,3.17,17.286,2537.0,15292.5,3263.0,21450.0,2368.5,946.5,64.69,92.65,,20.25
2018-04-19,1338.3,3.1425,17.269,2490.5,15072.5,3216.0,21525.0,2346.0,938.0,65.49,93.75,,20.5
2018-04-20,,3.145,,2475.5,14850.0,3235.5,21642.5,2336.0,929.4,65.05,93.45,,20.5
2018-04-22,,,,,,,,,929.1,,,,
2018-04-23,1333.0,3.1205,16.624,2298.0,14282.5,3231.0,21085.0,2318.25,923.3,65.19,93.35,,20.75
2018-04-24,1322.8,3.1525,16.744,2230.0,14080.0,3215.5,21075.0,2307.5,934.0,65.25,93.25,,21.0
2018-04-25,1317.9,3.146,16.539,2248.5,14175.0,3135.5,21252.5,2308.25,914.7,65.22,93.45,,21.0
2018-04-26,1323.4,3.1265,16.533,2280.5,14290.0,3135.5,21307.5,2340.25,910.2,65.29,93.5,,20.75
2018-04-27,,3.0695,,2228.0,13865.0,3136.5,20972.5,2347.0,916.8,65.27,93.65,,20.75
2018-04-29,,,,,,,,,916.2,,,,
2018-04-30,1306.8,3.074,16.401,2261.5,13675.0,3120.0,21180.0,2312.75,906.4,65.27,99.4,,20.9
2018-05-01,1305.6,3.0375,16.127,2269.0,13785.0,3070.5,21197.5,2304.0,894.6,65.49,102.05,,21.25
2018-05-02,1312.7,3.0685,16.375,2333.5,13942.5,3050.0,21052.5,2277.5,896.5,67.44,101.0,,21.25
2018-05-03,1314.7,3.0805,16.447,2283.0,13905.0,3005.0,21262.5,2272.25,903.8,66.72,100.1,,21.3
2018-05-04,,3.0855,,2380.0,13967.5,3062.0,21217.5,2314.5,911.6,66.98,100.55,,21.3
2018-05-06,,,,,,,,,911.3,,,,
2018-05-07,1313.7,3.079,16.495,,,,,,912.6,66.69,100.55,,21.5
2018-05-08,1313.0,3.059,16.472,2391.5,13907.5,3075.0,21020.0,2294.0,915.7,66.99,101.0,,21.75
2018-05-09,1322.3,3.0575,16.539,2386.0,13937.5,3089.5,21152.5,2294.0,914.8,66.2,100.7,,21.75
2018-05-10,1320.7,3.11,16.759,2347.0,13852.5,3082.0,20837.5,2301.25,925.8,66.49,101.5,,21.75
2018-05-11,,3.1115,,2298.5,14042.5,3093.0,21000.0,2348.5,924.0,67.49,101.75,,21.5
2018-05-13,,,,,,,,,924.4,,,,
2018-05-14,1290.3,3.093,16.645,2335.5,14467.5,3054.0,20960.0,2386.75,911.6,67.59,102.5,,21.6
2018-05-15,1291.5,3.056,16.269,2327.0,14467.5,3058.0,20862.5,2356.25,898.4,67.58,104.25,,21.8
2018-05-16,1289.4,3.0705,16.371,2317.0,14447.5,3078.0,20757.5,2347.0,892.6,67.3,104.6,,21.8
2018-05-17,1291.3,3.089,16.481,2294.0,14595.0,3091.5,20682.5,2365.25,891.0,67.26,104.15,,22.4
2018-05-18,,3.0635,,2270.5,14632.5,3094.0,20695.0,2335.75,886.8,67.03,104.35,,22.4
2018-05-20,,,,,,,,,886.2,,,,
2018-05-21,1292.0,3.0985,16.52,2279.5,14730.0,3096.5,20747.5,2417.0,899.5,66.85,104.6,,22.7
2018-05-22,1289.6,3.132,16.575,2268.75,14817.5,3040.5,20582.5,2466.75,908.3,66.51,105.2,,22.9
2018-05-23,1304.4,3.0705,16.405,2269.0,14602.5,3025.5,20542.5,2470.0,904.6,66.35,104.75,,22.9
2018-05-24,1303.7,3.096,16.687,2280.5,14892.5,3037.0,20377.5,2491.75,910.4,66.36,104.7,,22.9
2018-05-25,,3.0775,,2261.5,14730.0,3052.0,20342.5,2435.5,900.6,66.26,105.45,,22.75
2018-05-27,,,,,,,,,901.6,,,,
2018-05-28,,,,,,,,,905.4,,107.35,,
2018-05-29,1306.5,3.0625,16.373,2272.75,14842.5,3077.0,20475.0,2431.5,907.6,66.27,106.85,,22.75
2018-05-30,1304.7,3.0795,16.587,2267.5,15072.5,3145.5,20570.0,2448.25,910.1,66.02,108.65,,22.55
2018-05-31,1299.3,3.075,16.503,2289.5,15292.5,3100.0,20645.0,2460.5,909.7,65.95,110.15,,22.55
2018-06-01,,3.1085,,2302.5,15410.0,3088.5,20737.5,2464.25,903.7,64.53,111.05,,23.0
2018-06-03,,,,,,,,,904.2,,,,
2018-06-04,1302.2,3.144,16.476,2313.0,15495.0,3119.0,20665.0,2500.75,900.9,64.56,113.3,,23.5
2018-06-05,1301.4,3.208,16.586,2309.5,15757.5,3192.0,20747.5,2505.0,902.5,64.78,113.0,,23.75
2018-06-06,1303.0,3.272,16.73,2343.0,15635.0,3181.5,21002.5,2531.0,906.1,65.17,112.8,,23.75
2018-06-07,1302.7,3.2845,16.852,2309.75,15407.5,3160.0,21250.0,2494.0,901.1,65.17,114.1,,23.75
2018-06-08,,3.31,,2297.5,15460.0,3200.5,21162.5,2471.75,908.2,64.74,113.85,,23.5
2018-06-10,,,,,,,,,907.7,,,,
2018-06-11,1299.4,3.2665,16.991,2299.5,15260.0,3205.5,21140.0,2484.0,905.6,65.18,114.35,,23.4
2018-06-12,1301.3,3.2595,16.927,2301.0,15260.0,3196.5,21080.0,2467.75,900.4,65.4,115.55,,23.4
2018-06-13,1308.3,3.2635,17.027,2273.75,15655.0,3212.0,20865.0,2483.75,902.4,65.34,116.0,,23.4
2018-06-14,1278.5,3.232,17.299,2254.25,15285.0,3178.0,20832.5,2459.5,906.2,65.56,115.5,,23.15
2018-06-15,,3.1555,,2201.5,15170.0,3077.0,20752.5,2404.0,888.2,65.39,115.0,,23.15
2018-06-17,,,,,,,,,889.1,,,,
2018-06-18,1278.6,3.1175,16.481,2216.25,14982.5,3071.5,20542.5,2439.0,885.7,65.3,115.9,,23.15
2018-06-19,1274.5,3.058,16.364,2171.0,14732.5,3003.0,20415.0,2416.75,867.2,65.01,115.35,,23.15
2018-06-20,1270.5,3.051,16.348,2166.75,14960.0,3000.5,20595.0,2411.25,870.8,65.01,114.45,,23.0
2018-06-21,1270.7,3.0325,16.364,2180.0,15077.5,2935.0,20497.5,2393.25,864.0,64.93,114.0,,22.9
2018-06-22,,3.038,,2176.0,15370.0,2933.0,20440.0,2415.75,878.7,64.89,114.05,,22.75
2018-06-24,,,,,,,,,880.6,,,,
2018-06-25,1259.9,2.9985,16.37,2155.5,14785.0,2843.0,20187.5,2409.5,869.8,64.88,114.5,,22.65
2018-06-26,1256.1,3.005,16.293,2157.25,14897.5,2855.5,20172.5,2415.25,871.4,64.91,114.75,,22.65
2018-06-27,1251.0,2.9975,16.196,2175.5,14870.0,2882.0,19777.5,2432.25,861.0,64.85,114.4,,22.65
2018-06-28,1254.5,2.9715,16.041,2154.0,14780.0,2901.5,19677.5,2402.5,853.5,64.81,114.4,,22.65
2018-06-29,,2.966,,2131.75,14950.0,2855.0,19700.0,2410.5,856.9,64.8,114.4,,22.7
2018-07-01,,,,,,,,,856.8,,,,
2018-07-02,1253.5,2.944,15.835,2096.0,14575.0,2827.5,19732.5,2388.25,819.4,64.13,115.0,,22.8
2018-07-03,1258.8,2.917,16.043,2077.0,14337.5,2779.0,19625.0,2388.0,844.1,64.09,115.35,,22.95
2018-07-04,,,,2085.5,14132.5,2710.5,19655.0,2333.75,846.4,,116.5,,
2018-07-05,1255.8,2.826,16.097,2076.5,14207.5,2697.0,19457.5,2365.25,844.5,63.06,116.6,,22.95
2018-07-06,,2.824,,2076.25,13960.0,2751.0,19385.0,2348.0,847.0,62.99,116.1,,22.85
2018-07-08,,,,,,,,,848.4,,,,
2018-07-09,1255.4,2.85,16.139,2116.0,14067.5,2688.0,19612.5,2331.75,855.3,63.13,116.1,,22.85
2018-07-10,1244.4,2.8395,16.087,2084.5,14172.5,2627.0,19772.5,2319.25,846.0,63.19,117.45,,23.0
2018-07-11,1246.6,2.7435,15.817,2054.0,13947.5,2563.0,19375.0,2204.5,831.7,63.18,117.9,,23.15
2018-07-12,1241.2,2.777,15.977,2035.25,14235.0,2575.0,19667.5,2211.75,844.6,63.21,118.05,,23.15
2018-07-13,,2.7755,,2024.25,13967.5,2583.0,19752.5,2212.25,831.7,63.24,117.7,,23.25
2018-07-15,,,,,,,,,832.2,,,,
2018-07-16,1227.3,2.7645,15.812,2048.25,13637.5,2475.5,19472.5,2168.0,828.0,63.33,118.25,,23.35
2018-07-17,1227.9,2.747,15.617,2032.0,13542.5,2505.5,19520.0,2177.25,818.5,63.1,118.7,,23.65
2018-07-18,1224.0,2.76,15.574,2027.25,13665.0,2618.5,19560.0,2171.75,821.6,63.3,119.6,,23.5
2018-07-19,1231.1,2.6955,15.402,2001.25,13425.0,2564.5,19407.5,2133.25,809.2,63.58,119.3,,23.75
2018-07-20,,2.756,,2029.75,13515.0,2578.5,19477.5,2138.0,828.9,63.61,117.7,,23.75
2018-07-22,,,,,,,,,833.0,,,,
2018-07-23,1225.5,2.7465,15.425,2069.5,13372.5,2549.5,19497.5,2130.25,834.0,63.73,118.65,,23.75
2018-07-24,1231.8,2.8105,15.52,2085.0,13610.0,2593.5,19677.5,2151.5,836.6,63.83,119.3,,23.75
2018-07-25,1225.7,2.8175,15.589,2062.25,13715.0,2583.5,19845.0,2154.75,847.4,63.87,119.9,,24.15
2018-07-26,1223.0,2.818,15.495,2067.0,13797.5,2585.0,19870.0,2163.5,829.5,63.93,119.9,,25.65
2018-07-27,,2.802,,2070.5,13782.5,2580.5,19840.0,2134.5,832.3,64.08,119.9,,25.65
2018-07-29,,,,,,,,,832.6,,,,
2018-07-30,1233.6,2.801,15.667,2092.75,13895.0,2549.5,20037.5,2157.0,831.3,64.2,115.55,,25.75
2018-07-31,1227.6,2.8405,15.597,2079.5,14075.0,2630.5,20090.0,2162.0,839.7,64.35,117.55,,25.85
2018-08-01,1220.1,2.757,15.488,2050.0,13390.0,2540.0,19757.5,2126.5,821.5,66.66,117.8,,25.85
2018-08-02,1223.2,2.7455,15.418,2032.75,13345.0,2561.5,19597.5,2129.0,825.0,66.86,117.35,,25.95
2018-08-03,,2.7715,,2024.5,13515.0,2607.0,19667.5,2112.25,832.5,68.24,117.45,,25.95
2018-08-05,,,,,,,,,836.1,,,,
2018-08-06,1218.3,2.7385,15.381,2039.0,13687.5,2566.0,19582.5,2117.0,824.3,69.08,116.8,,26.0
2018-08-07,1221.0,2.759,15.405,2034.5,13872.5,2601.5,19617.5,2142.0,832.6,69.35,116.0,,26.05
2018-08-08,1219.9,2.7575,15.464,2105.0,14030.0,2610.5,19480.0,2138.0,832.0,68.81,115.9,,26.05
2018-08-09,1219.0,2.7725,15.495,2079.0,13870.0,2596.0,19555.0,2107.25,833.7,68.94,116.3,,26.1
2018-08-10,,2.75,,2105.0,13812.5,2536.5,19475.0,2099.0,828.8,68.58,116.65,,26.1
2018-08-12,,,,,,,,,830.5,,,,
2018-08-13,1200.7,2.738,15.016,2083.5,13530.0,2467.0,19337.5,2104.0,799.8,68.55,117.5,,26.1
2018-08-14,1185.0,2.69,15.086,2071.0,13430.0,2450.5,19075.0,2073.0,801.2,67.96,118.4,,26.15
2018-08-15,1184.0,2.568,14.488,2025.5,12885.0,2283.0,18330.0,1951.0,765.2,67.72,118.15,,26.25
2018-08-16,1184.2,2.623,14.745,2048.0,13330.0,2374.5,18662.5,2007.0,781.0,67.59,118.1,,26.25
2018-08-17,,2.635,,2029.25,13552.5,2388.5,18707.5,2001.5,788.1,67.99,118.0,,26.25
2018-08-19,,,,,,,,,788.3,,,,
2018-08-20,1200.0,2.6745,14.703,2054.75,13600.0,2375.0,18820.0,1979.75,795.9,67.95,117.65,,26.15
2018-08-21,1203.3,2.7005,14.799,2054.5,13557.5,2432.5,19062.5,2014.25,795.3,67.65,117.55,,26.15
2018-08-22,1194.0,2.68,14.785,2065.5,13585.0,2462.0,19185.0,2015.0,792.9,67.69,117.5,,26.4
2018-08-23,1213.3,2.662,14.577,2076.0,13240.0,2464.5,19085.0,2059.75,775.6,67.54,117.15,,26.4
2018-08-24,,2.7085,,2096.25,13430.0,2526.0,19012.5,2078.75,790.5,67.48,117.9,,26.3
2018-08-26,,,,,,,,,792.7,,,,
2018-08-27,1214.4,2.717,14.901,,,,,,805.0,67.42,118.9,,26.3
2018-08-28,1211.5,2.745,14.82,2134.0,13635.0,2522.0,19072.5,2076.75,791.8,67.35,117.5,,26.6
2018-08-29,1205.0,2.7195,14.733,2172.5,13450.0,2515.0,18950.0,2084.0,797.2,67.28,117.65,,26.6
2018-08-30,1206.7,2.7095,14.551,2132.5,13307.5,2463.5,19087.5,2072.75,791.1,67.21,117.5,,26.4
2018-08-31,,2.6645,,2125.0,12815.0,2471.5,18937.5,2088.25,787.8,67.16,118.0,,26.45
2018-09-02,,,,,,,,,787.2,,,,
2018-09-03,,,,2095.5,12795.0,2460.5,18797.5,2128.0,787.6,,116.25,,
2018-09-04,1201.3,2.5965,14.145,2060.25,12485.0,2402.5,18820.0,2068.5,777.8,66.64,115.35,,26.5
2018-09-05,1204.3,2.604,14.18,2065.75,12477.5,2415.5,18740.0,2048.0,785.5,67.22,114.8,,26.6
2018-09-06,1200.4,2.63,14.141,2035.5,12465.0,2437.5,18837.5,2043.5,792.7,68.13,114.8,,26.6
2018-09-07,,2.616,,2065.5,12332.5,2401.5,19050.0,2059.75,781.9,68.07,114.55,,26.7
2018-09-09,,,,,,,,,782.1,,,,
2018-09-10,1202.2,2.6215,14.138,2090.0,12407.5,2361.5,18990.0,2021.0,786.3,68.17,115.3,,27.0
2018-09-11,1210.9,2.615,14.112,2038.5,12212.5,2317.5,19045.0,1973.5,792.5,67.78,115.65,,27.0
2018-09-12,1208.2,2.669,14.246,2057.75,12630.0,2390.5,19032.5,2037.25,799.8,67.98,115.05,,27.0
2018-09-13,1201.1,2.676,14.199,2058.25,12600.0,2351.0,19050.0,2039.5,804.2,68.31,115.3,,27.2
2018-09-14,,2.638,,2036.75,12412.5,2311.0,19005.0,2036.75,794.6,68.43,115.4,,27.2
2018-09-16,,,,,,,,,793.5,,,,
2018-09-17,1202.9,2.6435,14.183,2025.25,12272.5,2333.0,18977.5,2067.0,795.4,68.57,114.6,,27.4
2018-09-18,1208.3,2.723,14.145,2034.75,12367.5,2372.0,18945.0,2065.0,815.2,68.59,114.15,,27.6
2018-09-19,1211.3,2.7215,14.24,2026.0,12492.5,2426.5,18887.5,2023.75,824.2,68.67,114.5,,27.4
2018-09-20,1201.3,2.7315,14.262,2048.0,12660.0,2465.5,18975.0,2010.75,835.0,68.67,113.15,,27.5
2018-09-21,,2.848,,2100.5,13262.5,2509.0,18920.0,2041.0,828.7,68.69,113.45,,27.5
2018-09-23,,,,,,,,,829.4,,,,
2018-09-24,1205.1,2.827,14.296,2070.0,12822.5,2515.5,18895.0,2027.0,831.6,68.68,113.75,,27.4
2018-09-25,1199.1,2.8145,14.445,2080.75,12952.5,2515.0,18885.0,2013.0,827.8,68.62,113.7,,27.45
2018-09-26,1187.4,2.8185,14.354,2077.5,12815.0,2538.0,18877.5,1994.25,827.6,68.66,113.7,,27.4
2018-09-27,1196.2,2.783,14.29,2041.5,12545.0,2511.5,18875.0,2002.75,813.2,68.69,113.7,,27.45
2018-09-28,,2.805,,2075.5,12547.5,2597.0,18837.5,2032.0,818.5,68.73,113.85,,27.5
2018-09-30,,,,,,,,,818.6,,,,
2018-10-01,1207.0,2.7875,14.507,2099.5,12435.0,2646.5,18952.5,2024.75,826.9,68.4,114.6,,27.4
2018-10-02,1202.9,2.8065,14.693,2131.0,12542.5,2657.0,18977.5,2046.0,836.1,68.84,114.05,,27.4
2018-10-03,1201.6,2.834,14.67,2222.5,12922.5,2670.0,19030.0,2035.0,827.8,69.08,113.9,,27.55
2018-10-04,1205.6,2.7775,14.59,2187.0,12550.0,2610.0,18942.5,1997.0,827.4,68.51,113.75,,27.55
2018-10-05,,2.763,,2145.5,12662.5,2621.0,18990.0,1989.0,825.3,69.24,113.65,,27.5
2018-10-07,,,,,,,,,825.2,,,,
2018-10-08,1191.5,2.767,14.329,2082.5,12660.0,2623.0,18930.0,1972.25,825.3,69.29,112.75,,27.55
2018-10-09,1193.4,2.8065,14.4,2070.5,12977.5,2680.0,18970.0,1939.0,829.3,70.09,110.95,,27.5
2018-10-10,1227.6,2.7805,14.326,2062.0,12710.0,2615.0,19022.5,1911.5,824.5,70.39,109.85,,27.55
2018-10-11,1222.0,2.803,14.606,2034.0,12705.0,2616.5,19135.0,1997.25,841.9,70.24,108.7,,27.5
2018-10-12,,2.8005,,2054.5,12690.0,2636.5,19117.5,2048.0,841.8,70.49,109.2,,27.5
2018-10-14,,,,,,,,,843.3,,,,
2018-10-15,1231.0,2.7885,14.727,2041.0,12570.0,2592.0,19145.0,2079.75,846.8,70.56,109.25,,27.55
2018-10-16,1227.4,2.7795,14.701,2034.0,12537.5,2598.5,19195.0,2064.25,845.2,70.58,109.1,,27.7
2018-10-17,1230.1,2.778,14.663,2022.5,12355.0,2665.5,19132.5,2036.75,835.1,71.4,109.15,,27.7
2018-10-18,1228.7,2.7465,14.604,2013.5,12300.0,2662.0,19032.5,1996.0,831.5,71.4,109.75,,27.75
2018-10-19,,2.778,,2003.5,12472.5,2622.0,19150.0,1996.25,833.9,71.4,110.0,,27.65
2018-10-21,,,,,,,,,833.8,,,,
2018-10-22,1236.8,2.7855,14.587,2006.5,12457.5,2656.0,19222.5,1999.75,824.0,71.71,110.1,,27.75
2018-10-23,1231.1,2.758,14.793,1999.25,12390.0,2664.0,19257.5,2004.5,835.1,71.79,109.5,,27.75
2018-10-24,1232.4,2.7575,14.676,1994.5,12212.5,2665.0,19320.0,2008.75,834.6,72.05,109.75,,27.8
2018-10-25,1235.8,2.7545,14.63,1990.0,12180.0,2647.0,19307.5,2000.25,829.6,72.22,109.75,,27.75
2018-10-26,,2.741,,1994.75,11877.5,2657.5,19272.5,1995.75,836.0,72.41,109.65,,27.85
2018-10-28,,,,,,,,,835.7,,,,
2018-10-29,1225.3,2.7405,14.442,1979.25,11740.0,2605.0,19115.0,1961.75,836.6,72.58,108.0,,27.95
2018-10-30,1215.0,2.6725,14.504,1961.5,11752.5,2541.0,19082.5,1945.75,838.4,72.7,107.5,,28.0
2018-10-31,1238.6,2.667,14.324,1948.5,11542.5,2485.5,19117.5,1915.75,841.8,72.81,105.2,,28.15
2018-11-01,1233.3,2.7285,14.821,1961.5,11842.5,2540.5,19107.5,1959.0,867.8,72.99,102.85,,28.3
2018-11-02,,2.813,,1969.5,11937.5,2549.0,19110.0,2005.25,872.1,72.92,103.4,,28.55
2018-11-04,,,,,,,,,873.9,,,,
2018-11-05,1226.3,2.764,14.691,1969.0,11742.5,2527.0,19040.0,1938.75,867.5,73.9,103.9,,28.8
2018-11-06,1228.7,2.7395,14.543,1945.25,11792.5,2482.0,19015.0,1912.75,873.2,74.18,103.5,,28.8
2018-11-07,1225.1,2.761,14.612,1980.25,11770.0,2462.5,19070.0,1932.0,877.0,74.18,105.45,,28.95
2018-11-08,1208.6,2.7425,14.467,1985.0,11775.0,2500.5,19272.5,1998.5,867.2,75.01,105.35,,29.0
2018-11-09,,2.691,,1948.5,11417.5,2500.0,19127.5,1965.75,855.6,75.58,105.9,,29.05
2018-11-11,,,,,,,,,857.3,,,,
2018-11-12,1201.4,2.6845,14.054,1934.0,11347.5,2492.0,19245.0,1921.5,845.0,75.27,105.85,,29.15
2018-11-13,1210.1,2.695,14.023,1926.5,11322.5,2498.0,19265.0,1943.25,843.7,74.98,105.5,,29.1
2018-11-14,1215.0,2.718,14.124,1933.25,11302.5,2506.0,19332.5,1948.75,838.3,74.81,103.35,,29.15
2018-11-15,1223.0,2.754,14.304,1917.5,11322.5,2567.5,19362.5,1945.75,844.3,74.95,104.15,,29.15
2018-11-16,,2.8035,,1928.0,11395.0,2618.5,19387.5,2002.0,848.0,75.08,102.5,,29.15
2018-11-18,,,,,,,,,848.0,,,,
2018-11-19,1221.2,2.8035,14.444,1921.0,11192.5,2598.5,19675.0,1988.25,855.7,75.3,102.95,,29.15
2018-11-20,1228.0,2.7715,14.311,1940.0,11082.5,2541.0,19380.0,1960.0,844.3,74.88,102.3,,29.15
2018-11-21,1223.2,2.8005,14.542,1954.5,11022.5,2564.0,19280.0,2007.0,849.1,74.86,102.45,,29.0
2018-11-22,,2.798,,1947.5,10960.0,2588.5,19255.0,1992.5,850.0,,102.4,,
2018-11-23,,2.774,,1949.25,10872.5,2507.5,18535.0,1962.25,843.1,74.21,101.75,,29.0
2018-11-25,,,,,,,,,843.8,,,,
2018-11-26,1213.4,2.7635,14.257,1950.0,10877.5,2484.5,18827.5,1947.75,846.5,73.58,101.4,,29.1
2018-11-27,1223.6,2.716,14.136,1928.5,10745.0,2421.0,18202.5,1899.75,836.5,73.14,101.55,,28.95
2018-11-28,1230.4,2.805,14.372,1930.25,10860.0,2463.0,18337.5,1937.75,827.8,72.92,101.55,,28.95
2018-11-29,1226.0,2.788,14.356,1938.75,11007.5,2460.5,18542.5,1933.25,822.2,72.6,101.55,,28.95
2018-11-30,,2.7865,,1957.25,11097.5,2536.0,18430.0,1954.5,801.0,72.28,101.7,,29.0
2018-12-02,,,,,,,,,807.9,,,,
2018-12-03,1246.6,2.8085,14.453,1972.25,11197.5,2578.5,18860.0,1962.25,808.5,65.57,102.45,,29.1
2018-12-04,1242.6,2.757,14.595,1972.0,11132.5,2584.0,19195.0,1996.0,804.55,66.83,102.85,,29.0
2018-12-05,1243.6,2.775,14.537,1967.25,11215.0,2620.0,19162.5,1989.75,802.05,67.55,102.65,,29.0
2018-12-06,1252.6,2.744,14.462,1933.5,10862.5,2605.5,18922.5,1993.0,789.8,66.0,102.55,,29.0
2018-12-07,,2.7595,,1950.0,10960.0,2585.0,18990.0,1994.25,794.3,66.76,102.55,,29.0
2018-12-09,,,,,,,,,793.1,,,,
2018-12-10,1247.2,2.72,14.555,1930.5,10787.5,2572.0,18952.5,1954.5,783.75,66.51,102.65,,29.0
2018-12-11,1250.0,2.768,14.578,1931.25,10747.5,2596.5,19065.0,1977.75,787.35,66.74,102.15,,28.8
2018-12-12,1247.4,2.7715,14.804,1931.0,10785.0,2563.5,19345.0,1967.5,804.65,66.82,101.65,,28.8
2018-12-13,1241.4,2.7665,14.805,1922.75,10860.0,2573.0,19447.5,1948.25,796.8,67.26,102.15,,28.8
2018-12-14,,2.7615,,1916.0,11037.5,2534.0,19377.5,1954.75,787.35,67.89,102.3,,28.75
2018-12-16,,,,,,,,,787.35,,,,
